0,createStylesheetOption,70,88,0
1,commit,77,85,0
2,getFileExtensions,90,104,0
3,setSelectedStylesheet,91,104,0
4,getStylesheets,92,104,0
5,getStylesheetOptionID,93,104,0
6,getCustomOptionsUI,106,108,0
7,getCommandLineKeys,110,112,0
8,run,114,214,0
9,beginTask,120,122,0
10,done,124,126,0
11,internalWorked,128,130,0
12,isCanceled,132,134,0
13,setCanceled,136,142,0
14,setTaskName,144,146,0
15,subTask,148,150,0
16,worked,152,154,0
17,run,158,209,0
18,run,193,197,0
19,createJobs,216,220,0
20,getCustomColumnStorage,218,220,0
21,getOptions,222,224,0
22,startElement,226,229,0
23,startPrefixedElement,231,235,1
24,endElement,237,239,0
25,endPrefixedElement,241,243,1
26,addAttribute,245,251,0
27,emptyElement,253,258,0
28,textElement,260,269,1
29,getTransformerFactory,271,273,1
30,createHandler,275,287,1
31,addAttribute,289,291,0
32,i18n,293,296,1
33,writeColumns,298,315,1
34,writeViews,316,328,1
35,writeTasks,331,444,1
36,serializeTask,349,436,1
37,getAssignedResourcesDelimiter,446,448,1
38,writeResources,450,485,1
39,getHexaColor,487,504,1
40,myOptions,67,67,0
41,myFactory,68,68,1
42,EXPORT_JOB_FAMILY,94,94,0
43,myAttrs,347,347,1
