10,37
13,45
14,43
15,43
15,44
16,39
17,42
18,44
22,38
24,40
24,41
24,179
24,67
24,101
24,213
24,69
31,0
31,101
31,118
31,148
31,46
31,66
31,99
31,159
31,65
31,105
31,213
31,214
32,93
32,94
32,101
32,214
32,75
32,233
33,93
33,94
33,101
33,214
33,68
33,213
34,93
34,94
34,101
34,214
34,76
34,233
35,68
35,213
37,10
37,89
37,214
38,22
38,78
38,88
38,97
38,214
39,40
39,41
39,179
39,67
39,101
39,213
39,69
42,67
42,101
42,213
42,69
43,51
43,153
43,154
43,216
43,53
43,149
43,155
43,64
43,83
43,84
43,98
43,108
43,1
43,70
43,148
43,36
43,52
43,56
43,101
43,57
43,58
43,14
43,90
43,214
43,213
43,92
43,194
43,35
43,232
43,67
43,69
44,61
44,67
44,101
44,213
44,69
44,66
44,99
44,2
44,71
44,96
44,214
44,93
44,94
44,22
44,77
44,78
44,87
44,88
44,97
44,233
44,18
44,91
44,64
44,148
51,3
51,4
51,148
51,47
51,159
52,48
52,101
52,159
52,148
53,54
53,100
54,64
54,55
54,100
54,83
54,84
54,98
54,108
56,64
56,101
56,165
56,168
56,52
57,64
57,165
57,169
58,60
58,59
58,101
58,209
58,64
58,52
59,64
59,101
59,209
60,64
61,194
61,215
61,101
61,67
61,213
61,69
61,64
61,165
61,169
61,198
61,62
61,83
61,84
61,98
61,108
61,212
61,233
62,64
62,101
62,63
63,64
63,101
63,83
63,84
63,98
63,108
64,3
64,4
64,148
64,232
47,46
47,66
47,99
47,215
48,46
48,66
48,99
48,215
48,216
68,72
73,65
73,105
73,222
74,81
74,224
75,100
75,101
75,220
75,221
75,222
76,64
79,64
79,101
80,64
80,83
80,84
80,98
80,108
80,102
80,222
80,104
80,233
80,100
80,66
80,99
80,81
80,82
80,85
80,86
80,107
81,66
81,99
81,104
81,233
81,224
83,66
83,99
83,104
83,233
85,83
85,84
85,98
85,108
85,64
85,233
86,83
86,84
86,98
86,108
86,64
86,233
87,22
87,77
87,78
87,88
87,97
87,64
87,233
87,81
87,225
87,83
87,84
87,98
87,108
87,101
87,214
87,221
87,229
87,224
88,22
88,78
88,97
91,74
91,101
91,229
92,101
92,221
92,227
92,232
93,101
93,221
93,227
94,101
94,221
94,227
95,101
95,229
96,74
96,101
96,221
96,227
96,229
97,22
97,78
97,88
97,233
97,226
100,102
100,232
100,106
100,230
101,102
101,232
107,100
107,231
107,232
107,233
