1,64
140,64
4,66
141,66
7,60
142,60
10,62
143,62
12,38
144,38
12,29
144,29
12,27
144,27
12,28
13,28
144,28
13,29
14,50
14,58
16,53
18,38
18,40
18,41
18,26
22,25
23,25
24,25
25,26
25,34
29,26
32,94
33,26
33,121
33,122
33,116
33,115
33,120
33,118
34,33
38,40
41,43
47,58
49,94
50,32
51,26
53,52
53,58
54,44
60,39
60,42
60,54
60,55
61,54
61,55
60,93
61,93
62,39
62,42
62,54
62,55
63,54
63,55
62,93
63,93
64,38
64,40
64,41
64,108
64,94
65,94
66,38
66,40
66,41
66,108
66,54
66,55
67,54
67,55
66,68
67,68
66,94
67,94
66,93
67,93
68,39
68,42
86,39
86,42
68,108
86,108
68,101
86,101
87,101
68,38
68,40
86,38
86,40
87,38
87,40
68,54
68,55
86,54
86,55
87,54
87,55
68,49
86,49
87,49
68,94
86,94
87,94
68,26
86,26
87,26
88,39
88,42
68,89
88,89
88,101
90,108
90,38
90,40
91,38
91,40
68,92
68,125
68,156
68,160
90,92
90,125
90,156
90,160
91,92
91,125
91,156
91,160
90,94
91,94
68,51
90,51
91,51
92,94
93,94
68,102
90,102
101,102
101,94
68,103
68,104
90,103
90,104
103,104
103,125
68,48
90,48
104,48
104,103
68,44
90,44
105,44
106,44
68,56
90,56
124,56
68,58
90,58
124,58
68,81
76,81
77,81
78,81
68,82
79,82
79,68
68,93
79,93
