60,DEFAULT_DOCUMENT_CLASS_NAME,125,125
61,DEFAULT_DEFERRED_DOCUMENT_CLASS_NAME,128,128
62,DEBUG_ATTLIST_DECL,133,133
63,RECOGNIZED_FEATURES,138,146
64,RECOGNIZED_PROPERTIES,149,154
65,fDocument,162,162
66,fDeferredDocumentImpl,166,166
67,fDocumentIndex,167,167
68,fDocumentTypeIndex,168,168
69,fCurrentNodeIndex,169,169
70,fCurrentEntityName,173,173
71,fCurrentEntityNode,174,174
72,fDocumentImpl,178,178
73,fDocumentType,179,179
74,fCurrentElementNode,180,180
75,fInDTD,184,184
76,fWithinElement,185,185
77,fInCDATA,186,186
78,fGrammarAccess,189,189
79,fDocumentClassName,195,195
80,fDeferNodeExpansion,196,196
81,fCreateEntityReferenceNodes,197,197
82,fIncludeIgnorableWhitespace,198,198
83,fAmpIndex,202,202
84,fLtIndex,203,203
85,fGtIndex,204,204
86,fAposIndex,205,205
87,fQuotIndex,206,206
88,fSeenRootElement,208,208
89,fStringPoolInUse,210,210
90,fAttrList,212,212
