3,5
4,5
12,6
15,6
12,8
15,8
12,10
15,10
12,7
16,7
12,9
16,9
12,11
16,11
17,12
12,16
18,16
12,14
18,14
12,0
12,13
18,0
18,13
19,0
19,13
19,7
12,56
12,65
12,68
12,73
25,56
25,65
25,68
25,73
12,27
12,31
31,27
12,50
12,52
12,54
40,50
40,52
40,54
40,65
40,68
40,73
12,48
12,49
40,48
40,49
12,58
12,59
12,66
40,58
40,59
40,66
12,72
40,72
12,50
41,50
41,52
41,54
41,65
41,68
41,73
42,48
42,49
42,65
42,68
42,73
43,48
43,49
43,65
43,68
43,73
44,48
44,49
44,65
44,68
44,73
45,48
45,49
45,65
45,68
45,73
46,48
46,49
46,65
46,68
46,73
47,50
47,52
47,54
47,65
47,68
47,73
48,50
48,52
48,54
12,51
12,53
12,55
48,51
48,53
48,55
49,50
49,52
49,54
49,51
49,53
49,55
52,50
52,54
52,51
52,53
52,55
53,51
53,55
54,50
54,52
54,51
54,53
54,55
55,51
55,53
58,58
58,59
59,58
