0,create,89,106
1,createBrokenFunction,117,136
2,executeUserDefined,128,134
3,execute,138,150
4,isCallableWrtNullable,152,159
5,executeUserDefined,161,166
6,isAggregate,163,166
7,isNative,168,171
8,isCalledOnNullInput,173,176
9,argNames,178,181
10,body,183,186
11,language,188,191
12,compose,201,204
13,compose_float,207,211
14,compose_double,214,218
15,compose_byte,221,225
16,compose_short,228,232
17,compose_int,235,239
18,compose_long,242,246
19,compose_boolean,249,253
20,decompose,262,265
21,equals,268,280
22,hashCode,283,286
23,userTypeUpdated,288,317
