0,create,89,106,0
1,createBrokenFunction,117,136,0
2,executeUserDefined,128,134,0
3,execute,138,150,0
4,isCallableWrtNullable,152,159,0
5,executeUserDefined,161,166,0
6,isAggregate,163,166,0
7,isNative,168,171,0
8,isCalledOnNullInput,173,176,0
9,argNames,178,181,0
10,body,183,186,0
11,language,188,191,0
12,compose,201,204,0
13,compose_float,207,211,1
14,compose_double,214,218,1
15,compose_byte,221,225,1
16,compose_short,228,232,1
17,compose_int,235,239,1
18,compose_long,242,246,1
19,compose_boolean,249,253,1
20,decompose,262,265,0
21,equals,268,280,0
22,hashCode,283,286,0
23,userTypeUpdated,288,317,0
24,logger,46,46,0
25,argNames,48,48,0
26,language,50,50,0
27,body,51,51,0
28,argDataTypes,53,53,0
29,returnDataType,54,54,0
30,calledOnNullInput,55,55,0
