9,CONTENTSPECNODE_LEAF,124,124
10,CONTENTSPECNODE_ZERO_OR_ONE,127,127
11,CONTENTSPECNODE_ZERO_OR_MORE,130,130
12,CONTENTSPECNODE_ONE_OR_MORE,133,133
13,CONTENTSPECNODE_CHOICE,136,136
14,CONTENTSPECNODE_SEQ,139,139
15,CONTENTSPECNODE_ANY,151,151
16,CONTENTSPECNODE_ANY_OTHER,160,160
17,CONTENTSPECNODE_ANY_NS,163,163
18,CONTENTSPECNODE_ALL,166,166
19,CONTENTSPECNODE_ANY_LAX,169,169
20,CONTENTSPECNODE_ANY_OTHER_LAX,171,171
21,CONTENTSPECNODE_ANY_NS_LAX,173,173
22,CONTENTSPECNODE_ANY_SKIP,177,177
23,CONTENTSPECNODE_ANY_OTHER_SKIP,179,179
24,CONTENTSPECNODE_ANY_NS_SKIP,181,181
25,type,197,197
26,value,203,203
27,otherValue,209,209
