0,clear,246,250,0
1,setValues,253,257,0
2,setValues,260,264,0
3,setValues,271,276,0
4,toString,288,441,0
5,hashCode,448,452,0
6,equals,455,463,0
7,appendContentSpec,475,611,0
8,getContentSpec,642,645,0
9,CONTENTSPECNODE_LEAF,124,124,0
10,CONTENTSPECNODE_ZERO_OR_ONE,127,127,0
11,CONTENTSPECNODE_ZERO_OR_MORE,130,130,0
12,CONTENTSPECNODE_ONE_OR_MORE,133,133,0
13,CONTENTSPECNODE_CHOICE,136,136,0
14,CONTENTSPECNODE_SEQ,139,139,0
15,CONTENTSPECNODE_ANY,151,151,0
16,CONTENTSPECNODE_ANY_OTHER,160,160,0
17,CONTENTSPECNODE_ANY_NS,163,163,0
18,CONTENTSPECNODE_ALL,166,166,0
19,CONTENTSPECNODE_ANY_LAX,169,169,0
20,CONTENTSPECNODE_ANY_OTHER_LAX,171,171,0
21,CONTENTSPECNODE_ANY_NS_LAX,173,173,0
22,CONTENTSPECNODE_ANY_SKIP,177,177,0
23,CONTENTSPECNODE_ANY_OTHER_SKIP,179,179,0
24,CONTENTSPECNODE_ANY_NS_SKIP,181,181,0
25,type,197,197,0
26,value,203,203,1
27,otherValue,209,209,1
