0,37
0,48
4,7
7,10
7,14
7,11
7,15
7,75
7,18
7,12
7,8
7,9
8,9
7,31
11,31
7,38
7,48
11,38
11,48
11,15
7,16
11,16
11,12
7,13
11,13
7,2
11,2
7,20
7,21
11,20
11,21
7,17
11,17
7,19
11,18
11,19
12,31
12,15
12,16
12,2
7,22
7,23
12,22
12,23
7,28
12,28
7,81
14,38
14,48
14,81
7,67
14,31
14,67
7,39
7,47
14,39
14,47
15,31
15,2
7,3
15,3
15,20
15,21
15,11
15,28
16,28
17,14
17,38
17,48
17,31
17,67
18,19
18,2
18,31
18,17
18,20
18,21
20,21
7,26
22,26
22,23
7,24
23,24
7,27
23,27
23,22
23,26
7,25
23,25
7,30
28,30
7,29
28,29
7,79
28,31
28,79
7,80
28,80
42,48
7,36
33,36
34,36
35,36
40,38
40,48
40,31
