10,45
10,33
10,9
10,28
10,22
10,46
10,80
10,84
11,45
12,13
13,32
13,45
13,11
13,21
13,48
13,49
13,28
13,84
14,12
14,28
14,15
14,84
20,12
22,9
22,45
24,34
25,47
29,36
29,12
29,30
29,31
38,10
38,46
38,9
38,45
39,28
39,32
39,45
39,36
40,34
46,33
48,49
48,67
53,25
53,48
53,49
54,25
54,48
54,49
53,26
53,45
54,26
54,45
53,23
53,32
54,23
54,32
53,20
53,21
54,20
54,21
53,35
53,76
54,35
54,53
54,76
53,19
53,28
54,19
54,28
53,50
54,50
53,30
54,30
55,64
57,84
2,4
2,5
2,20
2,21
2,45
2,60
3,20
3,60
3,84
4,5
4,60
4,59
4,10
4,46
4,61
6,7
6,36
7,33
56,52
