0,apply,56,58,0
1,getFormatForWriter,83,93,0
2,getWriter,95,108,0
3,getCsvWriter,111,113,0
4,getXlsWriter,115,117,0
5,save,119,122,0
6,saveXls,129,132,0
7,saveCsv,140,149,0
8,save,157,167,0
9,writeTaskHeaders,169,187,0
10,i18n,189,191,0
11,writeTasks,195,258,0
12,writeResourceHeaders,260,283,0
13,writeResources,287,339,0
14,writeCustomPropertyValues,341,354,0
15,getName,356,362,0
16,getWebLink,365,367,0
17,getAssignments,370,378,0
18,COORDINATOR_PREDICATE,55,59,0
19,csvOptions,61,61,1
20,myTaskManager,62,62,0
21,myTaskCustomPropertyManager,63,63,0
22,myHumanResourceManager,64,64,0
23,myHumanResourceCustomPropertyManager,65,65,0
24,myRoleManager,66,66,0
