0,getFileTypeDescription,51,53,0
1,setSelectedStylesheet,56,58,0
2,getSecondaryOptions,60,63,0
3,getFileNamePattern,65,67,0
4,createJobs,70,78,0
5,createGenerateGanttChartJob,80,99,0
6,run,83,96,0
7,createGenerateResourceChartJob,101,119,0
8,run,104,116,0
9,createGeneratePagesJob,121,167,0
10,run,125,164,0
11,createCopyImagesJob,169,203,0
12,run,172,200,0
13,serialize,205,266,1
14,getAssignedResourcesDelimiter,269,271,1
15,proposeFileExtension,273,275,0
16,getFileExtensions,278,281,0
17,getStylesheetOptionID,284,286,0
18,getStylesheets,289,297,0
19,newStylesheet,292,294,0
20,getInputVersion,304,306,0
21,createTitlePageHandler,308,319,0
22,createTasksPageHandler,321,332,0
23,createGanttChartPageHandler,334,345,0
24,createResourcesPageHandler,347,358,0
25,getImagesDirectory,360,371,0
26,replaceExtension,374,380,0
27,appendSuffixBeforeExtension,382,384,0
28,getFilenameWithoutExtension,386,388,1
29,PNG_FORMAT_NAME,49,49,0
30,mySelectedStylesheet,50,50,0
31,GANTT_CHART_FILE_EXTENSION,390,390,0
32,RESOURCE_CHART_FILE_EXTENSION,391,391,0
