0,main,58,69
1,generateTestData,71,104
2,runTests,106,962
3,handleError,964,968
4,testAVLTree,971,977
5,testBTree,980,986
6,testBST,989,995
7,testMinHeap,999,1009
8,testMaxHeap,1013,1023
9,testHashMap,1027,1039
10,testHAMT,1042,1048
11,testJavaHashMap,1051,1056
12,compare,1061,1067
13,testJavaMinHeap,1070,1075
14,compare,1080,1086
15,testJavaMaxHeap,1089,1094
16,testJavaArrayList,1097,1102
17,testJavaLinkedList,1105,1110
18,testJavaArrayQueue,1113,1118
19,testJavaLinkedQueue,1121,1126
20,testJavaRedBlackIntegerTree,1129,1134
21,testJavaRedBlackStringTree,1137,1142
22,testJavaStack,1145,1150
23,testJavaTreeMap,1153,1158
24,testArrayList,1161,1167
25,testLinkedList,1170,1176
26,testPatriciaTrie,1179,1186
27,testArrayQueue,1189,1195
28,testLinkedQueue,1198,1204
29,testRadixTrie,1207,1213
30,testRedBlackTree,1216,1222
31,testJavaSkipList,1225,1231
32,testSkipList,1234,1240
33,testSplayTree,1243,1249
34,testArrayStack,1252,1258
35,testLinkedStack,1261,1267
36,testTreap,1270,1276
37,testTreeMap,1279,1285
38,testTrie,1288,1294
39,testTrieMap,1297,1303
40,testJavaSkipListMap,1306,1311
41,testSkipListMap,1314,1320
42,testJavaCollection,1322,1710
43,testJavaMap,1713,2117
44,getTestResults,2119,2221
45,getMemoryUse,2223,2231
46,putOutTheGarbage,2233,2237
47,collectGarbage,2241,2252
