49,65
50,40
50,59
50,60
50,41
50,65
52,54
52,53
52,65
53,41
53,5
53,13
53,20
53,29
53,4
53,12
53,19
53,28
53,54
54,5
54,13
54,20
54,29
54,35
54,4
54,12
54,19
54,28
54,36
54,39
55,39
54,44
54,37
54,84
54,40
54,1
54,48
54,56
54,88
56,5
56,13
56,20
56,29
56,44
57,58
57,59
57,60
57,40
57,65
57,77
58,40
58,4
58,12
58,19
58,28
59,5
59,13
59,20
59,29
59,42
59,60
59,4
59,12
59,19
59,28
59,43
59,38
59,84
59,40
60,61
60,65
60,41
60,54
60,53
60,77
61,40
61,59
61,60
61,41
61,4
61,12
61,19
61,28
61,77
61,5
61,13
61,20
61,29
65,0
10,71
10,79
12,71
12,79
13,70
13,78
19,74
20,73
21,73
22,73
22,74
23,73
23,74
25,16
25,34
25,45
25,73
25,74
26,2
26,8
26,17
26,77
27,3
27,9
27,18
27,77
28,79
29,78
30,6
30,10
30,21
30,77
31,78
31,79
32,78
32,79
34,77
37,5
37,13
37,20
37,29
37,39
38,5
38,13
38,20
38,29
38,39
