0,calculateNextStep,52,60
1,getOffsetStep,62,65
2,getTopUnitOffsets,117,119
3,getBottomUnitOffsets,121,123
4,getDefaultUnitOffsets,125,135
5,equals,145,152
6,hashCode,154,156
7,constructOffsets,159,177
8,shiftOffsets,179,184
9,paint,185,218
10,getRenderers,220,222
11,addRenderer,224,226
12,getPainter,228,230
13,resetRenderers,232,234
14,setBounds,236,238
15,setStartDate,240,250
16,getStartDate,252,254
17,getEndDate,256,268
18,setBottomUnitWidth,270,272
19,setRowHeight,274,276
20,setTopTimeUnit,278,280
21,setBottomTimeUnit,282,284
22,getProjectConfig,286,288
23,getBounds,290,292
24,getMaxBounds,294,303
25,calculateRowHeight,305,311
26,getRowCount,306,311
27,getBottomUnitWidth,309,311
28,getTimeUnitStack,313,315
29,getChartUIConfiguration,319,321
30,getTaskManager,329,331
31,getChartHeader,333,335
32,getOffsetAt,337,352
33,calculateLength,354,385
34,calculateLengthNoWeekends,387,390
35,getVisibleLength,396,402
36,setHeaderHeight,404,406
37,setVerticalOffset,408,410
38,getVerticalOffset,412,414
39,setHorizontalOffset,416,418
40,getHorizontalOffset,420,422
41,getBottomUnit,424,426
42,setTopUnit,428,430
43,getTopUnit,432,434
44,getTopUnit,436,447
45,getChartOptionGroups,449,451
46,addOptionChangeListener,453,455
47,fireOptionsChanged,457,463
48,createCopy,465,472
49,setupCopy,467,472
50,getOptionEventDispatcher,474,476
51,optionsChanged,479,481
52,getOffsetAnchor,500,502
53,getOffsetStart,503,505
54,getOffsetEnd,506,508
55,getOffsetPixels,509,511
56,shift,512,514
57,getOffsetUnit,515,517
58,getDayType,518,520
59,toString,521,523
60,equals,525,533
61,hashCode,535,537
