43,myTaskColorOption,83,83
44,myStartDatePicker,84,84
45,myEndDatePicker,85,85
46,myThirdDatePicker,86,86
47,selectedTasks,88,88
48,language,90,90
49,myStart,92,92
50,myEnd,94,94
51,myThird,96,96
52,tabbedPane,98,98
53,generalPanel,101,101
54,predecessorsPanel,103,103
55,resourcesPanel,105,105
56,notesPanel,107,107
57,nameField1,109,109
58,durationField1,111,111
59,tfWebLink,113,113
60,bWebLink,115,115
61,percentCompleteSlider,117,117
62,priorityComboBox,119,119
63,thirdDateComboBox,121,121
64,mileStoneCheckBox1,123,123
65,projectTaskCheckBox1,125,125
66,shapeComboBox,128,128
67,scrollPaneNotes,130,130
68,noteAreaNotes,132,132
69,secondRowPanelNotes,134,134
70,taskWebLink,136,136
71,taskIsMilestone,138,138
72,taskStartDate,140,140
73,taskThirdDate,142,142
74,taskThirdDateConstraint,144,144
75,taskIsProjectTask,146,146
76,taskLength,148,148
77,taskNotes,150,150
78,taskCompletionPercentage,152,152
79,taskPriority,154,154
80,taskShape,156,156
81,myCustomColumnPanel,158,158
82,myDependenciesPanel,160,160
83,myAllocationsPanel,162,162
84,myHumanResourceManager,164,164
85,myRoleManager,166,166
86,myUnpluggedClone,168,168
87,myTaskManager,169,169
88,myProject,170,170
89,myUIfacade,171,171
90,mutator,173,173
91,isFirstFocusGain,412,412
