0,2
2,1
2,51
2,54
2,55
2,56
2,20
2,44
2,50
2,61
2,62
2,63
2,46
2,30
2,4
2,33
2,5
2,36
2,6
2,21
2,38
2,26
2,31
2,32
2,13
2,7
2,15
2,8
2,16
2,24
2,17
2,25
2,18
2,27
2,19
2,28
2,22
2,34
2,35
2,11
2,9
2,23
2,37
2,39
2,29
2,40
2,41
2,10
4,42
4,67
5,42
5,66
5,67
6,42
6,67
7,42
8,42
9,43
10,43
10,74
11,43
11,75
13,42
13,76
15,42
15,77
16,42
16,78
17,42
17,79
18,42
18,80
19,42
19,81
20,42
20,82
21,42
21,83
22,42
22,84
23,43
23,85
24,42
25,42
26,42
26,67
27,42
28,42
29,43
30,42
30,67
31,42
32,42
33,42
33,67
34,42
35,42
36,42
36,98
37,43
38,42
38,100
39,43
40,43
40,93
40,102
41,43
42,3
42,45
43,3
43,45
43,53
45,46
46,47
