37,myVisibleTasks,39,39
38,myTaskRendererImpl,41,41
39,myTaskContainment,43,43
40,myTaskGridRendererImpl,45,45
41,taskManager,50,50
42,isOnlyDown,52,52
43,isOnlyUp,54,54
44,isPreviousState,56,56
45,rowHeight,58,58
46,myDependencyHardnessOption,60,60
47,myDependencyOptions,61,61
48,myTaskDefaultColorOption,63,63
49,myDefaultColorOptions,64,64
50,myTaskAheadOfScheduleColor,66,66
51,myTaskBehindScheduleColor,67,67
52,myTaskOnScheduleColor,68,68
53,myStateDiffOptions,71,71
54,myHiddenTasks,73,73
55,renderProgress,76,76
56,renderDependencies,78,78
57,DEFAULT,85,86
