0,getTagName,104,106,0
1,getAttributeName,108,110,0
2,loadValue,112,116,0
3,commit,117,120,0
4,commit,149,152,0
5,commit,160,163,0
6,commit,171,174,0
7,enableRenderers1,190,193,0
8,enableRenderers2,195,198,0
9,paint,201,214,0
10,paintMainArea,216,231,0
11,setVisibleTasks,233,235,0
12,setExplicitlyHiddenTasks,237,239,0
13,findTaskWithCoordinates,241,251,0
14,getChartItemWithCoordinates,253,260,0
15,findTaskProgressItem,262,295,0
16,findTaskBoundaryItem,297,325,0
17,getBoundingRectangle,327,345,0
18,getTaskActivityRectangles,347,358,0
19,getVisibleTasks,360,362,0
20,setTaskContainment,369,372,0
21,getTaskContainment,374,376,0
22,setTuningOptions,378,383,0
23,setRowHeight,385,424,0
24,isOnlyUp,426,428,1
25,isOnlyDown,430,432,1
26,isSelected,434,436,0
27,getTaskManager,438,440,0
28,getRowHeight,442,444,0
29,getChartOptionGroups,446,456,0
30,setPreviousStateTasks,459,467,0
31,isPrevious,469,471,0
32,createCopy,473,485,0
33,isExplicitlyHidden,487,489,0
34,calculateRowHeight,491,493,0
35,getRowCount,495,497,0
36,getDependencyHardnessOption,499,501,0
37,myVisibleTasks,39,39,0
38,myTaskRendererImpl,41,41,0
39,myTaskContainment,43,43,0
40,myTaskGridRendererImpl,45,45,0
41,taskManager,50,50,0
42,isOnlyDown,52,52,0
43,isOnlyUp,54,54,0
44,isPreviousState,56,56,0
45,rowHeight,58,58,0
46,myDependencyHardnessOption,60,60,0
47,myDependencyOptions,61,61,0
48,myTaskDefaultColorOption,63,63,0
49,myDefaultColorOptions,64,64,0
50,myTaskAheadOfScheduleColor,66,66,0
51,myTaskBehindScheduleColor,67,67,0
52,myTaskOnScheduleColor,68,68,0
53,myStateDiffOptions,71,71,0
54,myHiddenTasks,73,73,0
55,renderProgress,76,76,0
56,renderDependencies,78,78,0
57,DEFAULT,85,86,0
