0,getSessionTimeout,61,80
1,close,63,80
2,sendResponse,65,80
3,sendCloseSession,69,80
4,process,71,80
5,getSessionId,73,80
6,setSessionId,75,80
7,getAuthInfo,78,80
8,addAuthInfo,82,86
9,removeAuthInfo,88,90
10,sendBuffer,92,108
11,enableRecv,94,108
12,disableRecv,96,108
13,setSessionTimeout,98,108
14,toString,117,119
15,packetReceived,265,271
16,packetSent,273,279
17,serverStats,281,312
18,resetStats,299,312
19,incrPacketsReceived,314,316
20,incrOutstandingRequests,318,319
21,incrPacketsSent,321,323
22,updateStatsForResponse,325,346
23,getEstablished,348,350
24,getOutstandingRequests,352,356
25,getPacketsReceived,354,356
26,getPacketsSent,358,360
27,getMinLatency,362,364
28,getAvgLatency,366,368
29,getMaxLatency,370,372
30,getLastOperation,374,376
31,getLastCxid,378,380
32,getLastZxid,382,384
33,getLastResponseTime,386,388
34,getLastLatency,390,392
35,toString,400,407
36,getRemoteSocketAddress,409,465
37,getInterestOps,410,465
38,isSecure,411,465
39,getClientCertificateChain,412,465
40,setClientCertificateChain,413,465
41,dumpConnectionInfo,420,465
42,getConnectionInfo,467,488
