15,19
15,17
16,21
16,17
35,41
37,36
38,36
39,36
40,36
41,36
36,37
38,37
39,37
40,37
41,37
36,24
37,24
38,24
39,24
40,24
41,24
36,25
37,25
38,25
39,25
40,25
41,25
36,26
37,26
38,26
39,26
40,26
41,26
36,5
37,5
38,5
39,5
40,5
41,5
36,30
37,30
38,30
39,30
40,30
41,30
36,23
37,23
38,23
39,23
40,23
41,23
36,0
36,43
37,0
37,43
38,0
38,43
39,0
39,43
40,0
40,43
41,0
41,43
36,31
37,31
38,31
39,31
40,31
41,31
36,32
37,32
38,32
39,32
40,32
41,32
36,33
37,33
38,33
39,33
40,33
41,33
36,34
37,34
38,34
39,34
40,34
41,34
36,27
37,27
38,27
39,27
40,27
41,27
36,28
37,28
38,28
39,28
40,28
41,28
36,29
37,29
38,29
39,29
40,29
41,29
42,36
42,37
42,24
42,25
42,26
42,5
42,30
42,23
42,0
42,43
42,31
42,32
42,33
42,34
42,27
42,28
42,29
