41,TOP_LEVEL_SCOPE,120,120
42,VALIDATION,125,126
43,NOTIFY_CHAR_REFS,129,130
44,WARN_ON_DUPLICATE_ATTDEF,133,134
45,SYMBOL_TABLE,139,140
46,ERROR_REPORTER,143,144
47,GRAMMAR_POOL,147,148
48,DTD_VALIDATOR,151,152
49,RECOGNIZED_FEATURES,157,161
50,RECOGNIZED_PROPERTIES,164,169
51,fValidation,180,180
52,fDTDValidation,183,183
53,fWarnDuplicateAttdef,186,186
54,fSymbolTable,191,191
55,fErrorReporter,194,194
56,fGrammarBucket,197,197
57,fValidator,202,202
58,fGrammarPool,205,205
59,fLocale,208,208
60,fDTDHandler,213,213
61,fDTDContentModelHandler,216,216
62,fDTDGrammar,221,221
63,fPerformValidation,226,226
64,fInDTDIgnore,229,229
65,fMixed,236,236
66,fEntityDecl,241,241
67,fNDataDeclNotations,244,244
68,fDTDElementDeclName,247,247
69,fMixedElementTypes,250,250
70,fDTDElementDecls,253,253
71,fEMPTYSymbol,258,258
72,fANYSymbol,261,261
73,fCDATASymbol,266,266
74,fIDSymbol,269,269
75,fIDREFSymbol,272,272
76,fIDREFSSymbol,275,275
77,fENTITYSymbol,278,278
78,fENTITIESSymbol,281,281
79,fNMTOKENSymbol,284,284
80,fNMTOKENSSymbol,287,287
81,fNOTATIONSymbol,290,290
82,fENUMERATIONSymbol,293,293
83,fIMPLIEDSymbol,296,296
84,fREQUIREDSymbol,299,299
85,fFIXEDSymbol,302,302
86,fTableOfIDAttributeNames,308,308
87,fTableOfNOTATIONAttributeNames,311,311
88,fNotationEnumVals,314,314
