0,getName,77,79
1,run,81,87
2,createStylesheetOption,87,105
3,commit,94,102
4,getFileExtensions,107,125
5,setSelectedStylesheet,109,125
6,getStylesheets,111,125
7,getStylesheetOptionID,113,125
8,getCustomOptionsUI,127,129
9,getCommandLineKeys,131,133
10,run,135,186
11,run,141,144
12,run,149,182
13,createJobs,188,192
14,getCustomColumnStorage,190,192
15,getOptions,194,196
16,startElement,198,201
17,startPrefixedElement,203,207
18,endElement,209,211
19,endPrefixedElement,213,215
20,addAttribute,217,223
21,emptyElement,225,229
22,textElement,231,241
23,getTransformerFactory,243,245
24,createHandler,247,259
25,addAttribute,261,263
26,i18n,265,268
27,writeColumns,270,287
28,writeViews,289,301
29,writeTasks,303,415
30,serializeTask,321,407
31,getAssignedResourcesDelimiter,417,419
32,writeResources,421,458
33,getHexaColor,460,477
