3,89
5,83
6,86
7,0
8,31
9,116
9,115
13,39
16,17
19,25
19,26
19,21
20,25
20,26
26,25
28,65
32,70
32,69
32,71
32,68
33,68
34,68
35,68
32,65
39,62
40,47
40,51
40,63
40,37
40,147
40,53
40,56
41,68
41,84
41,64
41,44
41,110
43,68
44,68
45,84
47,65
51,52
52,21
52,16
52,110
52,143
52,84
52,51
52,90
52,91
52,150
53,55
54,55
55,23
65,83
68,84
72,51
72,53
72,56
72,150
76,64
78,64
80,64
82,64
83,85
88,66
90,64
91,64
93,84
93,90
93,91
95,64
95,45
95,115
96,45
96,115
96,64
97,64
98,64
99,67
100,65
105,68
106,65
110,65
111,84
115,84
115,65
107,61
107,84
108,68
108,65
108,67
