117,version,137,137
118,tree,140,140
119,area,143,143
120,resp,146,146
121,mMRU,149,149
122,myEditMenu,151,151
123,myProjectMenu,153,153
124,maxSizeMRU,155,155
125,miPreview,158,158
126,documentsMRU,160,160
127,bSave,163,164
128,bUndo,166,166
129,projectDocument,169,169
130,prjInfos,172,172
131,askForSave,175,175
132,isOnlyViewer,178,178
133,myResourceActions,180,180
134,myTaskManager,182,182
135,myFacadeInvalidator,184,184
136,myUIConfiguration,186,186
137,options,188,188
138,bar,190,190
139,toolBar,192,192
140,myCachedFacade,194,194
141,myPreviousStates,196,196
142,myStopEditingMouseListener,198,198
143,myDelayManager,200,200
144,myGanttChartTabContent,202,202
145,myResourceChartTabContent,204,204
146,myRowHeightAligner,206,206
147,log,1193,1193
148,logFile,1196,1196
149,help,1199,1199
150,file,1202,1202
151,HUMAN_RESOURCE_MANAGER_ID,1283,1283
152,ROLE_MANAGER_ID,1285,1285
153,myFakeCalendar,1287,1287
154,myParserFactory,1291,1291
155,myHumanResourceManager,1293,1293
156,myRoleManager,1295,1295
157,ourWindowListener,1297,1297
