36,4
37,5
37,38
38,6
39,7
39,40
40,8
41,9
41,42
42,10
43,11
44,12
45,13
46,14
47,15
48,16
48,49
49,17
50,18
50,51
51,19
52,20
52,53
53,21
54,22
55,5
55,23
55,37
55,38
55,56
56,6
56,24
56,38
57,7
57,25
57,39
57,40
57,58
58,8
58,26
58,40
59,27
59,60
60,28
61,29
61,62
62,30
63,31
64,32
65,33
66,34
67,35
68,36
68,37
68,38
68,39
68,40
68,41
68,42
68,43
68,44
68,45
68,46
68,47
68,48
68,49
68,50
68,51
68,52
68,53
68,54
68,55
68,56
68,57
68,58
68,59
68,60
68,61
68,62
68,63
68,64
68,65
68,66
68,67
3,2
0,2
0,3
1,2
