0,load,106,114,0
1,load,121,132,0
2,load,138,140,0
3,load,154,185,0
4,registerSchemas,190,194,0
5,getSubSchema,206,225,0
6,setHolder,228,232,0
7,showInInformationSchema,235,237,0
8,getSubSchemaNames,240,248,0
9,getTable,251,256,0
10,getTableNames,259,264,0
11,getTableNames,266,273,0
12,getDrillTable,275,286,0
13,getSelectionBaseOnName,288,298,0
14,getDefaultSchema,301,303,0
15,getTypeName,306,308,0
16,logger,56,56,0
17,DATABASES,58,58,0
18,mClient,60,60,0
19,databases,61,61,1
20,tableNameLoader,62,62,1
21,tableLoaders,63,63,1
22,plugin,64,64,0
23,schemaName,65,65,0
24,hiveConfigOverride,66,66,0
25,dbName,146,146,0
26,defaultSchema,198,198,0
