0,setGraphics,122,125
1,prePaint,128,131
2,paint,134,154
3,paint,161,164
4,paint,166,170
5,paint,175,194
6,drawBorder,196,200
7,getCorrectionShift,202,204
8,drawBorder,210,213
9,getCorrectionShift,216,218
10,drawBorder,223,226
11,getCorrectionShift,229,231
12,drawBorder,236,240
13,paint,248,268
14,paint,273,283
15,getDefaultColor,285,287
16,paint,293,303
17,paint,308,319
18,paint,324,331
19,getDefaultColor,333,335
20,paint,340,350
21,paint,355,366
22,paint,371,394
23,paint,399,408
24,paint,413,422
25,paint,427,437
26,paint,442,451
27,paint,456,466
28,paint,471,507
29,paint,515,559
30,paint,570,573
31,paint,577,592
32,paint,595,630
33,paint,632,650
34,paint,653,660
35,paintTextLine,662,690
