4,PARTICLE_EMPTY,73,73
5,PARTICLE_ELEMENT,76,76
6,PARTICLE_CHOICE,79,79
7,PARTICLE_SEQUENCE,82,82
8,PARTICLE_ALL,85,85
9,PARTICLE_ANY,88,88
10,PARTICLE_ANY_OTHER,91,91
11,PARTICLE_ANY_LIST,94,94
12,WILDCARD_LAX,97,97
13,WILDCARD_SKIP,100,100
14,PARTICLE_ANY_LAX,103,103
15,PARTICLE_ANY_OTHER_LAX,104,104
16,PARTICLE_ANY_LIST_LAX,105,105
17,PARTICLE_ANY_SKIP,108,108
18,PARTICLE_ANY_OTHER_SKIP,109,109
19,PARTICLE_ANY_LIST_SKIP,110,110
20,PARTICLE_ZERO_OR_ONE,112,112
21,PARTICLE_ZERO_OR_MORE,115,115
22,PARTICLE_ONE_OR_MORE,118,118
23,type,131,131
24,uri,136,136
25,value,142,142
26,otherUri,148,148
27,otherValue,154,154
28,minOccurs,159,159
29,maxOccurs,164,164
