0,clear,194,196,0
1,setValues,199,208,0
2,hashCode,227,235,0
3,equals,238,250,0
4,PARTICLE_EMPTY,73,73,0
5,PARTICLE_ELEMENT,76,76,0
6,PARTICLE_CHOICE,79,79,0
7,PARTICLE_SEQUENCE,82,82,0
8,PARTICLE_ALL,85,85,0
9,PARTICLE_ANY,88,88,0
10,PARTICLE_ANY_OTHER,91,91,0
11,PARTICLE_ANY_LIST,94,94,0
12,WILDCARD_LAX,97,97,1
13,WILDCARD_SKIP,100,100,1
14,PARTICLE_ANY_LAX,103,103,0
15,PARTICLE_ANY_OTHER_LAX,104,104,0
16,PARTICLE_ANY_LIST_LAX,105,105,0
17,PARTICLE_ANY_SKIP,108,108,0
18,PARTICLE_ANY_OTHER_SKIP,109,109,0
19,PARTICLE_ANY_LIST_SKIP,110,110,0
20,PARTICLE_ZERO_OR_ONE,112,112,0
21,PARTICLE_ZERO_OR_MORE,115,115,0
22,PARTICLE_ONE_OR_MORE,118,118,0
23,type,131,131,0
24,uri,136,136,0
25,value,142,142,0
26,otherUri,148,148,0
27,otherValue,154,154,0
28,minOccurs,159,159,0
29,maxOccurs,164,164,0
