1,0
1,68
3,2
4,6
4,58
6,59
11,60
12,60
13,60
14,60
15,60
16,60
17,60
18,60
19,60
20,60
21,60
22,60
23,60
24,60
25,60
26,60
27,60
28,60
29,60
30,60
31,60
32,60
33,60
34,60
35,60
36,60
37,60
43,60
45,60
47,60
49,60
51,92
52,93
58,6
58,59
59,6
59,91
63,4
63,5
63,64
63,202
64,63
64,202
67,37
67,39
67,41
67,43
67,45
67,47
67,49
67,51
67,53
68,38
68,40
68,42
68,44
68,46
68,48
68,50
68,52
68,54
69,55
70,56
70,57
73,11
74,12
75,15
75,162
76,16
77,21
78,22
79,23
79,24
79,167
80,8
80,86
80,179
80,60
86,124
86,125
86,126
86,130
86,127
86,131
87,23
87,24
88,23
88,24
89,25
89,26
89,23
89,24
90,25
90,26
90,23
90,24
97,98
97,207
97,225
98,100
98,70
103,17
103,221
103,222
103,223
104,18
104,221
104,222
104,223
105,118
105,113
105,103
105,97
105,98
105,225
105,112
105,102
106,118
106,114
106,113
106,111
107,115
107,102
108,109
108,201
108,203
108,118
108,119
108,114
108,110
108,111
109,118
109,119
109,114
109,110
109,223
109,111
110,103
110,126
110,130
110,127
110,131
110,102
111,103
111,97
111,98
111,207
111,225
111,112
111,102
111,218
111,219
112,104
112,115
112,120
112,99
112,220
113,211
113,219
113,210
113,229
114,211
114,219
114,210
115,218
115,219
115,210
115,211
116,118
116,203
116,119
117,120
128,101
128,104
128,115
128,102
128,120
